Title,Type,Genres,Release Year,IMDB Average Rating,Available Countries
Empire of Lust,movie,"Action, Drama, Romance",2015,6.1,JP
Eye in the Sky,movie,"Action, Drama, Thriller",2015,7.3,JP
Mr. Right,movie,"Action, Comedy, Crime",2015,6.3,JP
Beyond the Boundary: I'll Be Here - Future,movie,"Action, Animation, Comedy",2015,7.3,JP
The Take,movie,"Action, Adventure, Crime",2016,6.3,JP
Forget Me Not,movie,"Drama, Romance",2015,6.6,JP
Survivor,movie,"Action, Crime, Thriller",2015,5.6,JP
Ghost in the Shell: The New Movie,movie,"Action, Animation, Sci-Fi",2015,6.6,JP
Lion,movie,"Biography, Drama",2016,8.0,JP
Panzer World Galient,movie,"Action, Animation, Fantasy",1984,7.4,JP
Slapstick Brothers,movie,"Comedy, Drama",2011,6.0,JP
My Little Pony: The Movie,movie,"Adventure, Animation, Comedy",2017,6.1,JP
Suspicion,movie,"Crime, Drama, Mystery",1982,7.1,JP
That's It,movie,"Crime, Drama",2015,6.1,JP
Solomon's Perjury,movie,Thriller,2015,6.6,JP
Solomon's Perjury 2,movie,Thriller,2015,6.4,JP
Uncharted,movie,"Action, Adventure",2022,6.3,US
Transformers: The Last Knight,movie,"Action, Adventure, Sci-Fi",2017,5.2,JP
Madonna,movie,Drama,2015,6.1,JP
Ultraman Zearth,movie,"Action, Sci-Fi",1996,5.9,JP
Ultraman Zearth 2,movie,Sci-Fi,1997,6.8,JP
Army of One,movie,"Biography, Comedy, Crime",2016,5.2,JP
Maze Runner: The Death Cure,movie,"Action, Adventure, Sci-Fi",2018,6.3,JP
Bôryoku kyôshitsu,movie,Crime,1976,6.1,JP
Frankenstein,movie,"Horror, Sci-Fi, Thriller",2015,5.1,JP
The Fate of the Furious,movie,"Action, Crime, Thriller",2017,6.6,JP
Mulan,movie,"Action, Adventure, Drama",2020,5.8,JP
Elle,movie,"Crime, Drama, Thriller",2016,7.1,JP
Nowhere Girl,movie,"Action, Thriller",2015,5.3,JP
The Ninja War of Torakage,movie,Action,2014,5.2,JP
Kono yo de ore/boku dake,movie,Comedy,2013,4.0,JP
Winter's Flower,movie,"Crime, Drama",1978,6.7,JP
The Firefly,movie,Drama,2001,6.2,JP
The Wonderful World of Captain Kuhio,movie,Comedy,2009,5.6,JP
Fancy Dance,movie,"Comedy, Drama",1989,6.8,JP
Asleep,movie,Drama,2015,5.6,JP
Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi,movie,"Animation, Comedy, Drama",1994,7.7,JP
Slam Dunk: Shôhoku Saidai no Kiki! Moero Sakuragi Hanamichi,movie,"Animation, Drama, Short",1995,7.3,JP
Slam Dunk: Hoero Basketman Tamashii! Hanamichi to Rukawa no Atsuki Natsu,movie,"Animation, Drama, Short",1995,7.3,JP
A Farewell to Jinu,movie,Comedy,2015,5.7,JP
Pieta in the Toilet,movie,Drama,2015,6.5,JP
Strayer's Chronicle,movie,Action,2015,4.7,JP
Age of Kill,movie,Action,2015,3.8,JP
Shuchû nikki,movie,"Documentary, Drama",2015,,JP
Fantastic Beasts: The Crimes of Grindelwald,movie,"Adventure, Family, Fantasy",2018,6.5,JP
Maiko: Dancing Child,movie,"Biography, Documentary",2015,6.5,JP
Solace,movie,"Crime, Drama, Mystery",2015,6.4,JP
Broken Soldier,movie,"Drama, Thriller",2022,3.4,US
The Road Less Travelled,movie,Drama,2013,5.6,JP
Toki o kakeru shôjo,movie,Sci-Fi,1997,5.9,JP
The Mourner,movie,Drama,2015,5.8,JP
Valerian and the City of a Thousand Planets,movie,"Action, Adventure, Fantasy",2017,6.4,JP
American Woman,movie,"Drama, Mystery",2018,6.8,US
The Exception,movie,"Drama, Romance, War",2016,6.8,JP
Brain on Fire,movie,"Biography, Drama",2016,6.6,JP
Gray Sunset,movie,Drama,1985,6.5,JP
Talk of the Town Tora-san,movie,Comedy,1978,6.4,JP
Chronicles of Evil,movie,"Crime, Drama, Mystery",2015,6.8,JP
USS Indianapolis: Men of Courage,movie,"Action, Drama, History",2016,5.3,JP
Atomic Blonde,movie,"Action, Thriller",2017,6.7,JP
Heroine Disqualified,movie,"Comedy, Romance",2015,6.4,JP
Ichigo no kakera,movie,Drama,2005,7.2,JP
Perfect Proposal,movie,"Drama, Thriller",2015,6.1,JP
Neko Samurai: A Tropical Adventure,movie,"Comedy, History",2015,6.0,JP
20th Century Women,movie,"Comedy, Drama",2016,7.3,JP
Jack Reacher: Never Go Back,movie,"Action, Drama, Thriller",2016,6.2,JP
Torakku yarô: Bakusô Ichibanboshi,movie,Action,1975,5.4,JP
Kamen Rider Movie War Full Throttle: Kamen Rider vs. Kamen Rider Drive & Gaim,movie,"Action, Adventure, Fantasy",2014,7.1,JP
The Most Dangerous Game,movie,"Action, Crime",1978,6.4,JP
The Execution Game,movie,"Action, Crime, Drama",1979,6.5,JP
Saigo no inochi,movie,"Drama, Mystery, Thriller",2014,6.3,JP
Minority Opinion,movie,Drama,2015,6.4,JP
Initiation Love,movie,Romance,2015,7.0,JP
Sukimasuki,movie,"Comedy, Romance",2015,5.9,JP
Iron Girl: Ultimate Weapon,movie,"Action, Sci-Fi",2015,4.5,JP
The Piper,movie,"Horror, Mystery, Thriller",2015,6.4,JP
Once Upon a Time in Venice,movie,"Adventure, Comedy, Crime",2017,5.3,JP
All I See Is You,movie,"Drama, Mystery",2016,5.4,JP
The Shack,movie,"Drama, Fantasy",2017,6.3,JP
The Meg,movie,"Action, Horror, Sci-Fi",2018,5.7,JP
It,movie,Horror,2017,7.3,JP
10 Cent Pistol,movie,"Crime, Thriller",2014,4.7,JP
Paddington 2,movie,"Adventure, Comedy, Family",2017,7.8,JP
The Oath,movie,"Crime, Drama, Thriller",2016,6.4,JP
The Charnel House,movie,"Horror, Mystery, Thriller",2016,4.3,JP
Haikyuu!! The Movie 1: The End and the Beginning,movie,"Animation, Comedy, Drama",2015,6.9,JP
Haikyuu!! The Movie 2: The Winner and the Loser,movie,"Animation, Comedy, Drama",2015,7.0,JP
Prophecy,movie,"Crime, Drama, Mystery",2015,6.4,JP
Island of the Evil Spirits,movie,"Drama, Horror, Mystery",1981,6.2,JP
Hot Summer Nights,movie,"Crime, Drama, Romance",2017,6.4,JP
Aikatsu! The Movie,movie,"Adventure, Animation, Comedy",2014,8.8,JP
C'est Si Bon,movie,"Drama, Romance",2015,6.7,JP
Woman at War,movie,"Adventure, Comedy, Drama",2018,7.4,JP
Department Q: A Conspiracy of Faith,movie,"Crime, Drama, Mystery",2016,7.0,JP
War Pigs,movie,"Action, Drama, War",2015,4.3,JP
Undisputed 4: Boyka,movie,"Action, Drama, Sport",2016,6.9,JP
Tigers Are Not Afraid,movie,"Fantasy, Horror, Mystery",2017,6.9,JP
Dog of Fortune,movie,"Crime, Drama",1979,7.0,JP
Flying Colors,movie,"Comedy, Drama",2015,7.3,JP
Everyone Is Psychic!: The Movie,movie,"Comedy, Drama, Mystery",2015,5.4,JP
Ninja the Monster,movie,"Action, Adventure, Drama",2015,5.1,JP
Jurassic World: Fallen Kingdom,movie,"Action, Adventure, Sci-Fi",2018,6.1,JP
Where to Invade Next,movie,"Comedy, Documentary",2015,7.5,JP
Time and Tide,movie,"Comedy, Drama, Romance",1983,6.6,JP
Zappa,movie,"Biography, Documentary, History",2020,7.5,"JP, US"
Mission: Impossible - Fallout,movie,"Action, Adventure, Thriller",2018,7.7,JP
Homme Less,movie,"Biography, Documentary",2014,7.2,JP
Ari no mama de itai,movie,Documentary,2015,,JP
The Man Who Knew Infinity,movie,"Biography, Drama",2015,7.2,JP
American Beach House,movie,Comedy,2015,2.6,JP
Samurai Gangsters,movie,Comedy,2008,4.8,JP
Kakekomi,movie,"Comedy, Drama",2015,7.0,JP
The Scarlet Camellia,movie,"Crime, Drama",1964,6.4,JP
The Sacrifice Dilemma,movie,"Drama, Mystery, Thriller",2013,5.2,JP
Getaway of Love,movie,Drama,2015,4.3,JP
Ressha Sentai ToQger Returns: Super ToQ 7gou of Dreams,movie,Action,2015,7.1,JP
The Sense of an Ending,movie,"Drama, Mystery",2017,6.4,JP
Too Young to Die! Wakakushite shinu,movie,"Comedy, Fantasy, Horror",2016,6.7,JP
Gassô,movie,Drama,2015,5.8,JP
Dear Deer,movie,"Comedy, Family",2015,5.9,JP
Hi no ataru sakamichi,movie,"Drama, Romance",1958,7.3,JP
Joker Game,movie,"Horror, Mystery",2012,4.4,JP
The Joker Game: Escape,movie,Thriller,2013,5.8,JP
The People Vs. Fritz Bauer,movie,"Biography, Drama, Thriller",2015,7.1,JP
Enishi: The Bride of Izumo,movie,Drama,2015,6.3,JP
Siren,movie,"Horror, Mystery, Thriller",2016,5.3,JP
Super Hero Taisen GP: Kamen Rider 3,movie,Action,2015,6.5,JP
My Love Story!!,movie,"Comedy, Romance",2015,6.8,JP
The Witness,movie,"Biography, Crime, Documentary",2015,7.0,JP
AWOL,movie,"Drama, Romance",2016,5.6,US
Judas,movie,Drama,2013,5.3,JP
Toire no Hanako-san: Shin Gekijôban,movie,Horror,2013,7.4,JP
Cabaret,movie,"Crime, Drama, Music",1986,4.9,JP
Digimon Adventure tri. Part 1: Reunion,movie,"Action, Adventure, Animation",2015,7.2,JP
Heart Attack,movie,"Comedy, Drama, Romance",2015,7.7,JP
The Assistant,movie,"Drama, Thriller",2015,5.6,JP
Taj Mahal,movie,Thriller,2015,5.4,JP
A Tale of Three Cities,movie,"Drama, Romance",2015,6.0,JP
Shimajirô to fufu no daibôken - sukue nanairo no hana,movie,"Animation, Family",2013,8.2,JP
"Tora-san, the Matchmaker",movie,"Comedy, Romance",1979,6.3,JP
Camino,movie,"Action, Adventure, Thriller",2015,4.9,JP
The Accidental Detective,movie,"Action, Comedy, Crime",2015,6.7,JP
The Big Bee,movie,Thriller,2015,5.7,JP
Onna no ko kirai,movie,Comedy,2015,6.2,JP
Chokolietta,movie,Drama,2014,5.6,JP
Jinrou gêmu: Bîsuto saido,movie,"Horror, Thriller",2014,5.9,JP
Dominion,movie,"Action, Sci-Fi, Thriller",2015,3.6,JP
My Scientology Movie,movie,Documentary,2015,6.6,US
Jeff Dunham: Unhinged in Hollywood,movie,Comedy,2015,6.8,US
Natsukashii furaibo,movie,Comedy,1966,6.4,JP
Aoi sanmyaku,movie,"Drama, Romance",1963,6.3,JP
Mozu the Movie,movie,"Action, Crime, Drama",2015,4.8,JP
Sore Ike! Anpanman: Niji no Pyramid,movie,"Adventure, Animation, Family",1997,,JP
School Mystery,movie,Horror,1995,5.7,JP
First Growth,movie,Drama,2015,5.8,JP
Soreike! Anpanman: Dadandan to futago no hoshi,movie,"Adventure, Animation, Family",2009,,JP
Soreike! Anpanman: Kyôryû nosshî no daibôken,movie,"Adventure, Animation, Family",1993,,JP
Soreike! Anpanman: Brakkunôzu to mahou no uta,movie,"Adventure, Animation, Family",2010,6.6,JP
Anpanman: Star-Spirited Dollie,movie,Animation,2006,,JP
Lowlife Love,movie,"Drama, Romance",2015,6.4,JP
Cross the Rubicon!,movie,"Action, Crime",1975,7.0,JP
Lovers,movie,Drama,2015,6.6,JP
Eiga Kaiketsu Zorori: Da da da daibouken!,movie,Animation,2012,6.0,JP
Eiga Kaiketsu Zorori: Mamoruze! Kyouryuu no tamago,movie,Animation,2013,,JP
Journalist,movie,"Comedy, Crime, Drama",2015,6.4,JP
Sankaku,movie,Drama,2010,7.7,JP
The Tiger,movie,"Action, Adventure, Drama",2015,7.2,JP
Gonin Saga,movie,Action,2015,5.4,JP
The Last Mission,movie,"Action, Drama, Romance",2015,5.9,JP
The Lion Standing in the Wind,movie,Drama,2015,6.5,JP
The Advocate: A Missing Body,movie,"Crime, Mystery",2015,6.5,JP
8 Tiros,movie,"Action, Crime, Drama",2015,6.1,JP
The Anthem of the Heart,movie,"Animation, Drama, Family",2015,7.3,JP
Chronicles of the Ghostly Tribe,movie,"Action, Adventure, Drama",2015,5.1,JP
Jill and Joy's Winter,movie,Family,2015,5.6,JP
Dai Nippon teikoku,movie,"Drama, History, War",1982,6.6,JP
NMB48 Geinin! The Movie: Owarai seishun gâruzu!,movie,"Adventure, Music",2013,7.8,JP
NMB48 Geinin! The Movie Returns Sotsugyo! Owarai Seishun Girls!,movie,Comedy,2014,,JP
No Grave for Us,movie,"Crime, Thriller",1979,5.8,JP
The Actor,movie,Comedy,2015,6.2,JP
Spring Has Come,movie,"Comedy, Family",2015,7.0,JP
Gold Storm - Movie,movie,"Action, Drama, Fantasy",2015,,JP
Ip Man 3,movie,"Action, Biography, Crime",2015,7.0,JP
The Inerasable,movie,Horror,2015,6.0,JP
Ferrari,movie,"Biography, Drama, History",2023,6.4,US
Cherry Blossom Memories,movie,Drama,2015,5.5,JP
Terminal,movie,Drama,2015,5.5,JP
The Third Way of Love,movie,"Drama, Romance",2015,5.3,JP
The Sound of a Flower,movie,Biography,2015,6.2,JP
Playmobil: The Movie,movie,"Adventure, Animation, Comedy",2019,4.9,JP
Margaret Cho: PsyCHO,movie,"Comedy, Documentary",2015,6.1,US
Despite the Falling Snow,movie,"Drama, Mystery, Romance",2016,5.8,JP
Kuzu to busu to gesu,movie,"Comedy, Drama",2015,5.6,JP
Compulsion,movie,"Drama, Fantasy, Horror",2016,3.8,JP
Izu no odoriko,movie,"Drama, Romance",1963,6.8,JP
Merry Kissmas,movie,"Comedy, Drama, Romance",2015,5.3,US
Like a French Film,movie,Drama,2016,6.1,JP
Marriage,movie,"Drama, Romance",1947,6.5,JP
Scare Campaign,movie,Horror,2016,5.9,JP
Below Her Mouth,movie,"Drama, Romance",2016,5.5,JP
Persona Non Grata,movie,"Adventure, Biography, History",2015,6.4,JP
Paterson,movie,"Comedy, Drama, Romance",2016,7.3,JP
You Call It Passion,movie,"Comedy, Romance",2015,5.7,JP
Ghost Theater,movie,Horror,2015,4.5,JP
Tora-san Confesses,movie,"Comedy, Drama",1991,6.4,JP
Your Name.,movie,"Animation, Drama, Fantasy",2016,8.4,JP
1980,movie,Comedy,2003,5.1,JP
Digimon Adventure tri. Part 2: Determination,movie,"Action, Adventure, Animation",2016,7.1,JP
Dou Kyu Sei: Classmates,movie,"Animation, Drama, Music",2016,7.7,JP
GARAKOWA - Restore the World,movie,"Animation, Drama, Sci-Fi",2015,5.6,JP
New Initial D the Movie: Legend 3 - Dream,movie,"Action, Animation, Sport",2016,7.1,JP
Manhunt,movie,"Action, Crime, Thriller",2017,5.2,JP
S the Last Policeman Recovery of Our Future,movie,"Action, Thriller",2015,5.1,JP
Ultraman Ginga S: Showdown! Ultra 10 Warriors!!,movie,"Action, Sci-Fi",2015,6.2,JP
Free and Easy 9,movie,"Comedy, Drama",1997,6.3,JP
Free and Easy 2,movie,Comedy,1989,6.7,JP
Sound! Euphonium: The Movie - Welcome to the Kitauji High School Concert Band,movie,"Animation, Comedy, Drama",2016,6.8,JP
The Himalayas,movie,"Adventure, Biography, Drama",2015,6.4,JP
Planetarium,movie,"Drama, Fantasy, Mystery",2016,4.6,JP
"I, Daniel Blake",movie,Drama,2016,7.8,JP
Toni Erdmann,movie,"Comedy, Drama",2016,7.3,JP
A Chaos of Flowers,movie,Drama,1988,7.2,JP
The Milkwoman,movie,"Drama, Romance",2005,7.1,JP
Dunkirk,movie,"Action, Drama, History",2017,7.8,JP
A Class to Remember 4: Fifteen,movie,Drama,2000,6.7,JP
The Tag-Along,movie,"Horror, Thriller",2015,5.7,JP
Aria the Avvenire,movie,Animation,2015,7.6,JP
Crabs!,movie,"Comedy, Horror",2021,4.5,JP
The Girl with All the Gifts,movie,"Action, Adventure, Drama",2016,6.6,JP
Corpse Party,movie,Horror,2015,4.6,JP
The Top Secret: Murder in Mind,movie,"Mystery, Sci-Fi, Thriller",2016,5.4,JP
Chin-Yu-Ki: The Journey to the West with Farts,movie,Comedy,2016,3.9,JP
Robin Hood,movie,"Action, Adventure, Drama",2018,5.3,JP
The Lure,movie,"Drama, Fantasy, Horror",2015,6.2,JP
Mood of the Day,movie,"Comedy, Romance",2016,6.7,JP
Pound of Flesh,movie,Drama,2014,8.0,JP
Bad Moms,movie,Comedy,2016,6.2,US
Shuriken Sentai Ninninger the Movie: The Dinosaur Lord's Splendid Ninja Scroll!,movie,"Action, Short",2015,5.5,JP
Remember You,movie,"Drama, Mystery, Romance",2016,6.5,JP
Moonlight,movie,Drama,2016,7.4,JP
Digimon Adventure Tri. Part 3: Confession,movie,"Action, Adventure, Animation",2016,7.5,JP
A Violent Prosecutor,movie,"Action, Comedy, Crime",2016,6.7,JP
Sailor Suit and Machine Gun: Graduation,movie,"Action, Romance",2016,4.7,JP
Kamen Rider Drive: Surprise Future,movie,"Action, Adventure, Fantasy",2015,7.3,JP
My Blind Date with Life,movie,"Biography, Comedy, Drama",2017,7.1,JP
Attack on Titan: Crimson Bow and Arrow,movie,"Action, Adventure, Animation",2014,7.6,JP
The Foreigner,movie,"Action, Crime, Thriller",2017,7.0,JP
The Abominable Bride,movie,"Crime, Drama, Mystery",2016,8.0,JP
Erased,movie,"Drama, Mystery, Sci-Fi",2016,6.4,JP
Walking My Life,movie,Drama,2007,6.5,JP
A Melody to Remember,movie,"Action, Drama, War",2016,7.1,JP
Nagasaki: Memories of My Son,movie,"Drama, Fantasy",2015,6.4,JP
Creepy,movie,"Crime, Drama, Horror",2016,6.4,JP
Down by Love,movie,"Biography, Drama, Romance",2016,5.9,JP
A Dog's Purpose,movie,"Adventure, Comedy, Drama",2017,7.2,JP
Glory Day,movie,Drama,2015,6.4,JP
Shelley,movie,"Drama, Horror, Mystery",2016,5.3,JP
The Mermaid,movie,"Comedy, Drama, Fantasy",2016,6.2,JP
The Monkey King 2,movie,"Action, Adventure, Fantasy",2016,5.9,JP
Battle Anthem,movie,"Drama, War",1983,6.5,JP
"I, Olga Hepnarova",movie,"Biography, Crime, Drama",2016,6.6,JP
Destruction Babies,movie,"Action, Comedy, Drama",2016,5.9,JP
Maniac Hero,movie,"Action, Comedy",2016,5.1,JP
A Bride for Rip Van Winkle,movie,"Drama, Mystery, Romance",2016,7.2,JP
Master,movie,"Action, Crime",2016,6.6,JP
The Sun,movie,Sci-Fi,2016,5.5,JP
Pink and Gray,movie,"Drama, Mystery",2015,6.4,JP
Double Life,movie,"Drama, Mystery",2016,5.9,JP
Lost and Found,movie,"Animation, Drama",2015,5.3,JP
Death Note: Light Up the New World,movie,"Crime, Drama, Horror",2016,5.7,JP
Nozokime,movie,Horror,2016,4.7,JP
Hee,movie,Drama,2015,5.8,JP
Hell Teacher Nube: Summer Holiday of Fear! Legend of the Sea of Suspicion,movie,"Action, Animation, Fantasy",1997,7.5,JP
Cezanne et Moi,movie,"Biography, Drama",2016,6.1,JP
Two Is a Family,movie,"Comedy, Drama",2016,7.3,JP
Dalida,movie,"Biography, Drama, Music",2016,6.9,JP
Carmen 1945,movie,"Action, Crime, Drama",1988,6.0,JP
Kung Fu Yoga,movie,"Action, Adventure, Comedy",2017,5.2,JP
Fast & Furious Presents: Hobbs & Shaw,movie,"Action, Adventure, Thriller",2019,6.5,JP
A Man and a Woman,movie,"Drama, Romance",2016,6.7,JP
Kinkanshoku,movie,Drama,1975,7.3,JP
Rail Truck,movie,Drama,2009,5.4,JP
Shinjuku Swan II,movie,"Action, Crime, Drama",2017,5.4,JP
Kanashimi no wasurekata: Documentary of Nogizaka 46,movie,Documentary,2015,7.3,JP
F9: The Fast Saga,movie,"Action, Crime, Thriller",2021,5.2,JP
"Love, Lies",movie,"Drama, Music, Romance",2016,6.9,JP
Kekkon annai misuterî,movie,Mystery,1985,5.3,JP
The Midnight Man,movie,"Comedy, Crime, Thriller",2016,5.1,JP
The Little Mermaid,movie,"Adventure, Drama, Fantasy",2018,4.3,JP
1750 Days of Turbulence,movie,"Action, Drama",1990,6.1,JP
Kicks,movie,"Adventure, Drama",2016,6.4,JP
Time Renegades,movie,"Action, Drama, Fantasy",2016,6.8,JP
The Edge of Sin,movie,"Crime, Drama",2015,5.2,JP
Sweet 20,movie,"Comedy, Music",2015,6.9,JP
A Chair on the Plains,movie,Drama,2013,6.6,JP
Ku-Kai,movie,"Biography, Drama, History",1984,7.4,JP
Cherries,movie,Drama,2008,7.1,JP
Canola,movie,Drama,2016,7.5,JP
A.C.O.R.N.S.: Operation Crackdown,movie,"Animation, Comedy, Family",2015,3.6,US
Patriots Day,movie,"Action, Crime, Drama",2016,7.3,JP
"I, Tonya",movie,"Biography, Comedy, Drama",2017,7.5,JP
Code 8,movie,"Action, Crime, Sci-Fi",2016,7.3,JP
Code of Honor,movie,"Action, Crime, Thriller",2016,4.1,JP
Aftermath,movie,"Drama, Mystery, Thriller",2017,5.7,JP
One Kiss,movie,Drama,2016,6.6,JP
Dangerous Cops,movie,Action,1987,5.3,JP
Soreike! Anpanman: Baikinman no gyakushû,movie,"Adventure, Animation, Family",1990,7.0,JP
Go! Anpanman: Tears of the Mermaid Princess,movie,"Family, Animation, Fantasy",2000,,JP
Go! Anpanman: Nyanii of the Country of Dream Cats,movie,"Fantasy, Animation",2004,,JP
Soreike! Anpanman: Yureisen o Yattsukero!!,movie,"Adventure, Animation, Family",1995,,JP
Sharknado 4: The 4th Awakens,movie,"Action, Adventure, Comedy",2016,3.9,JP
Her Senior,movie,"Comedy, Drama, Romance",2015,5.5,JP
The Investigation Game,movie,"Crime, Drama",2007,6.1,JP
Matamata abunai deka,movie,Action,1988,5.9,JP
"Play it, Boogie-Woogie",movie,Drama,1981,6.4,JP
The Beatles: Eight Days a Week - The Touring Years,movie,"Documentary, History, Music",2016,7.8,"JP, US"
Seijo densetsu,movie,"Crime, Drama, Romance",1985,5.7,JP
Dôran,movie,"Drama, History, War",1980,6.9,JP
Museum,movie,"Crime, Horror, Thriller",2016,6.0,JP
The Second Is a Christian,movie,"Action, Comedy, Crime",1985,5.8,JP
Loop,movie,"Crime, Sci-Fi, Thriller",2016,6.4,JP
Cult of Chucky,movie,"Horror, Thriller",2017,5.3,JP
Your Story,movie,Drama,2009,5.4,JP
Goldstone,movie,"Action, Crime, Mystery",2016,6.6,JP
The Florida Project,movie,Drama,2017,7.6,JP
Phantom Detective,movie,"Action, Crime, Drama",2016,6.3,JP
Sing My Life,movie,"Comedy, Fantasy",2016,5.9,JP
The Magnificent Nine,movie,"Comedy, History",2016,6.4,JP
Sacrifice,movie,"Crime, Horror, Mystery",2016,5.3,US
Their Distance,movie,Drama,2015,6.6,JP
The Man Who Was Eaten,movie,Drama,2016,,JP
Death Wish,movie,"Action, Crime, Drama",2018,6.3,JP
Tsukiji Wonderland,movie,Documentary,2016,7.4,JP
Puppet Master: The Littlest Reich,movie,"Comedy, Horror",2018,5.4,JP
Train to Busan,movie,"Action, Horror, Thriller",2016,7.6,JP
The Autopsy of Jane Doe,movie,"Horror, Mystery, Thriller",2016,6.8,JP
The Pearls of the Stone Man,movie,Drama,2015,5.2,JP
Anne of Green Gables,movie,"Drama, Family",2016,6.4,JP
Shuriken Sentai Ninninger vs. ToQger the Movie: Ninjas in Wonderland,movie,Action,2016,6.7,JP
Along With the Gods: The Two Worlds,movie,"Action, Adventure, Drama",2017,7.2,JP
Just Getting Started,movie,"Comedy, Crime",2017,4.6,"JP, US"
"Girls, Dance with the Dead",movie,Comedy,2015,2.6,JP
Appassionata,movie,"Biography, Drama",1984,6.9,JP
Estate Inheritance,movie,Drama,1990,5.9,JP
Call Me by Your Name,movie,"Drama, Romance",2017,7.8,JP
Jeannette: The Childhood of Joan of Arc,movie,"Drama, History, Musical",2017,5.9,JP
Thomas & Friends: The Great Race,movie,"Adventure, Animation, Comedy",2016,5.7,JP
Onna no ana,movie,"Comedy, Romance",2014,4.6,JP
Fragments of Love,movie,Drama,2016,5.4,JP
The Nightingale,movie,"Adventure, Drama, Thriller",2018,7.3,JP
A Living Promise,movie,Drama,2016,5.8,JP
Trap,movie,Drama,2015,5.5,JP
Kako: My Sullen Past,movie,"Drama, Mystery",2016,6.0,JP
Twisted Justice,movie,"Crime, Drama",2016,6.2,JP
The Truth Beneath,movie,"Crime, Drama, Mystery",2016,6.8,JP
Natsu Left Home,movie,Drama,2014,5.0,JP
Everybody Knows,movie,"Crime, Drama, Mystery",2018,6.9,JP
Kamen Rider Drive Saga: Kamen Rider Chaser,movie,"Action, Fantasy, Sci-Fi",2016,7.7,JP
Haunted School: The Curse of the Word Spirit,movie,Horror,2014,5.0,JP
5-tsu kazoereba kimi no yume,movie,Horror,2014,5.6,JP
Denial,movie,"Biography, Drama",2016,6.8,JP
Kamen Rider Super Movie War Genesis: Kamen Rider vs. Kamen Rider Ghost & Drive,movie,"Action, Adventure, Fantasy",2015,6.7,JP
125 Years Memory,movie,"Drama, History",2015,7.1,JP
Ocean's Eight,movie,"Action, Comedy, Crime",2018,6.3,JP
Original Bliss,movie,"Drama, Mystery",2016,5.7,JP
She and Her Cat: Everything Flows,movie,"Animation, Drama",2016,7.5,JP
47 Meters Down,movie,"Horror, Mystery, Thriller",2017,5.6,JP
Bittare!,movie,Comedy,2015,3.5,JP
Gehenna: Where Death Lives,movie,"Horror, Mystery, Thriller",2016,4.9,JP
Hentai Kamen: The Abnormal Crisis,movie,"Action, Comedy, Fantasy",2016,5.5,JP
Girl's Step,movie,"Drama, Family",2015,6.6,JP
Botanical Books,movie,"Drama, Romance",2016,6.2,JP
"A Summer Day, Your Voice",movie,Drama,2015,6.9,JP
Conquest,movie,"Crime, Drama, Thriller",1982,5.9,JP
